name,from,to,departure,fare_sl,fare_1ac,fare_2ac,fare_3ac
Ganga Valley Express 0332,Howrah Junction,Bhagalpur Junction,00:25,306,1135,126,571
North Bengal Express 0333,Howrah Junction,Bhagalpur Junction,02:00,318,1177,130,593
Kolkata Intercity Express 0334,Howrah Junction,Bhagalpur Junction,03:35,330,1218,135,614
Bihar Bengal Express 0335,Howrah Junction,Bhagalpur Junction,05:10,342,1259,140,635
Sundarban Express 0336,Howrah Junction,Bhagalpur Junction,06:45,354,1301,144,657
Teesta Express 0337,Howrah Junction,Bhagalpur Junction,08:20,366,1342,149,677
Rajdhani Regional Express 0338,Howrah Junction,Bhagalpur Junction,09:55,378,1384,154,698
East Corridor Express 0339,Howrah Junction,Bhagalpur Junction,11:30,390,1425,158,720
Jan Seva Express 0340,Howrah Junction,Bhagalpur Junction,13:05,402,1466,163,741
Eastern India Express 0341,Howrah Junction,Darbhanga Junction,01:40,462,1673,186,847
Ganga Valley Express 0342,Howrah Junction,Darbhanga Junction,03:15,474,1715,191,868
North Bengal Express 0343,Howrah Junction,Darbhanga Junction,04:50,486,1756,195,889
Kolkata Intercity Express 0344,Howrah Junction,Darbhanga Junction,06:25,498,1798,200,910
Bihar Bengal Express 0345,Howrah Junction,Darbhanga Junction,08:00,510,1839,205,931
Sundarban Express 0346,Howrah Junction,Darbhanga Junction,09:35,522,1880,210,952
Teesta Express 0347,Howrah Junction,Darbhanga Junction,11:10,534,1922,214,974
Rajdhani Regional Express 0348,Howrah Junction,Darbhanga Junction,12:45,546,1963,219,994
East Corridor Express 0349,Howrah Junction,Darbhanga Junction,14:20,558,2005,223,1016
Jan Seva Express 0350,Howrah Junction,Darbhanga Junction,15:55,570,2046,228,1037
Eastern India Express 0351,Howrah Junction,Samastipur Junction,04:31,634,2267,253,1150
Ganga Valley Express 0352,Howrah Junction,Samastipur Junction,06:06,646,2308,258,1170
North Bengal Express 0353,Howrah Junction,Samastipur Junction,07:41,658,2350,262,1192
Kolkata Intercity Express 0354,Howrah Junction,Samastipur Junction,09:16,670,2391,267,1213
Bihar Bengal Express 0355,Howrah Junction,Samastipur Junction,10:51,682,2432,272,1234
Sundarban Express 0356,Howrah Junction,Samastipur Junction,12:26,694,2474,276,1256
Teesta Express 0357,Howrah Junction,Samastipur Junction,14:01,706,2515,281,1276
Rajdhani Regional Express 0358,Howrah Junction,Samastipur Junction,15:36,718,2557,285,1298
East Corridor Express 0359,Howrah Junction,Samastipur Junction,17:11,730,2598,290,1319
Jan Seva Express 0360,Howrah Junction,Samastipur Junction,18:46,742,2639,295,1340
Eastern India Express 0361,Howrah Junction,Barauni Junction,07:18,156,618,68,307
Ganga Valley Express 0362,Howrah Junction,Barauni Junction,08:53,168,659,72,329
North Bengal Express 0363,Howrah Junction,Barauni Junction,10:28,180,701,77,350
Kolkata Intercity Express 0364,Howrah Junction,Barauni Junction,12:03,192,742,82,370
Bihar Bengal Express 0365,Howrah Junction,Barauni Junction,13:38,204,783,86,392
Sundarban Express 0366,Howrah Junction,Barauni Junction,15:13,216,825,91,413
Teesta Express 0367,Howrah Junction,Barauni Junction,16:48,228,866,96,434
Rajdhani Regional Express 0368,Howrah Junction,Barauni Junction,18:23,240,908,100,456
East Corridor Express 0369,Howrah Junction,Barauni Junction,19:58,252,949,105,476
Jan Seva Express 0370,Howrah Junction,Barauni Junction,21:33,264,990,109,498
Eastern India Express 0371,Howrah Junction,Katihar Junction,10:08,320,1184,131,597
Ganga Valley Express 0372,Howrah Junction,Katihar Junction,11:43,332,1225,136,617
North Bengal Express 0373,Howrah Junction,Katihar Junction,13:18,344,1266,140,639
Kolkata Intercity Express 0374,Howrah Junction,Katihar Junction,14:53,356,1308,145,660
Bihar Bengal Express 0375,Howrah Junction,Katihar Junction,16:28,368,1349,150,681
Sundarban Express 0376,Howrah Junction,Katihar Junction,18:03,380,1391,155,702
Teesta Express 0377,Howrah Junction,Katihar Junction,19:38,392,1432,159,723
Rajdhani Regional Express 0378,Howrah Junction,Katihar Junction,21:13,404,1473,164,744
East Corridor Express 0379,Howrah Junction,Katihar Junction,22:48,416,1515,168,766
Jan Seva Express 0380,Howrah Junction,Katihar Junction,00:23,428,1556,173,787
Eastern India Express 0381,Howrah Junction,Chhapra Junction,12:58,492,1777,198,899
Ganga Valley Express 0382,Howrah Junction,Chhapra Junction,14:33,504,1818,203,920
North Bengal Express 0383,Howrah Junction,Chhapra Junction,16:08,516,1860,207,942
Kolkata Intercity Express 0384,Howrah Junction,Chhapra Junction,17:43,528,1901,212,963
Bihar Bengal Express 0385,Howrah Junction,Chhapra Junction,19:18,540,1943,217,984
Sundarban Express 0386,Howrah Junction,Chhapra Junction,20:53,552,1984,221,1005
Teesta Express 0387,Howrah Junction,Chhapra Junction,22:28,564,2025,226,1026
Rajdhani Regional Express 0388,Howrah Junction,Chhapra Junction,00:03,576,2067,230,1048
East Corridor Express 0389,Howrah Junction,Chhapra Junction,01:38,588,2108,235,1069
Jan Seva Express 0390,Howrah Junction,Chhapra Junction,03:13,600,2150,240,1090
Eastern India Express 0391,Howrah Junction,Ara Junction,15:44,408,1487,165,752
Ganga Valley Express 0392,Howrah Junction,Ara Junction,17:19,420,1529,170,773
North Bengal Express 0393,Howrah Junction,Ara Junction,18:54,432,1570,175,793
Kolkata Intercity Express 0394,Howrah Junction,Ara Junction,20:29,444,1611,179,815
Bihar Bengal Express 0395,Howrah Junction,Ara Junction,22:04,456,1653,184,836
Sundarban Express 0396,Howrah Junction,Ara Junction,23:39,468,1694,189,857
Teesta Express 0397,Howrah Junction,Ara Junction,01:14,480,1736,193,879
Rajdhani Regional Express 0398,Howrah Junction,Ara Junction,02:49,492,1777,198,899
East Corridor Express 0399,Howrah Junction,Ara Junction,04:24,504,1818,203,920
Jan Seva Express 0400,Howrah Junction,Ara Junction,05:59,516,1860,207,942
Eastern India Express 0401,Howrah Junction,Buxar Junction,18:36,542,1949,217,988
Ganga Valley Express 0402,Howrah Junction,Buxar Junction,20:11,554,1991,222,1009
North Bengal Express 0403,Howrah Junction,Buxar Junction,21:46,566,2032,226,1030
Kolkata Intercity Express 0404,Howrah Junction,Buxar Junction,23:21,578,2074,231,1051
Bihar Bengal Express 0405,Howrah Junction,Buxar Junction,00:56,590,2115,236,1072
Sundarban Express 0406,Howrah Junction,Buxar Junction,02:31,602,2156,241,1093
Teesta Express 0407,Howrah Junction,Buxar Junction,04:06,614,2198,245,1115
Rajdhani Regional Express 0408,Howrah Junction,Buxar Junction,05:41,626,2239,250,1135
East Corridor Express 0409,Howrah Junction,Buxar Junction,07:16,638,2281,254,1157
Jan Seva Express 0410,Howrah Junction,Buxar Junction,08:51,650,2322,259,1178
Eastern India Express 0411,Howrah Junction,Hajipur Junction,21:28,391,1428,159,721
Ganga Valley Express 0412,Howrah Junction,Hajipur Junction,23:03,403,1470,163,743
North Bengal Express 0413,Howrah Junction,Hajipur Junction,00:38,415,1511,168,764
Kolkata Intercity Express 0414,Howrah Junction,Hajipur Junction,02:13,427,1553,173,785
Bihar Bengal Express 0415,Howrah Junction,Hajipur Junction,03:48,439,1594,177,806
Sundarban Express 0416,Howrah Junction,Hajipur Junction,05:23,451,1635,182,827
Teesta Express 0417,Howrah Junction,Hajipur Junction,06:58,463,1677,187,848
Rajdhani Regional Express 0418,Howrah Junction,Hajipur Junction,08:33,475,1718,191,870
East Corridor Express 0419,Howrah Junction,Hajipur Junction,10:08,487,1760,196,891
Jan Seva Express 0420,Howrah Junction,Hajipur Junction,11:43,499,1801,201,911
Eastern India Express 0421,Howrah Junction,Sonpur Junction,00:17,550,1977,220,1002
Ganga Valley Express 0422,Howrah Junction,Sonpur Junction,01:52,562,2018,225,1023
North Bengal Express 0423,Howrah Junction,Sonpur Junction,03:27,574,2060,230,1044
Kolkata Intercity Express 0424,Howrah Junction,Sonpur Junction,05:02,586,2101,234,1065
Bihar Bengal Express 0425,Howrah Junction,Sonpur Junction,06:37,598,2143,239,1086
Sundarban Express 0426,Howrah Junction,Sonpur Junction,08:12,610,2184,244,1107
Teesta Express 0427,Howrah Junction,Sonpur Junction,09:47,622,2225,248,1129
Rajdhani Regional Express 0428,Howrah Junction,Sonpur Junction,11:22,634,2267,253,1150
East Corridor Express 0429,Howrah Junction,Sonpur Junction,12:57,646,2308,258,1170
Jan Seva Express 0430,Howrah Junction,Sonpur Junction,14:32,658,2350,262,1192
Eastern India Express 0431,Howrah Junction,Saharsa Junction,03:08,367,1346,149,680
Ganga Valley Express 0432,Howrah Junction,Saharsa Junction,04:43,379,1387,154,700
North Bengal Express 0433,Howrah Junction,Saharsa Junction,06:18,391,1428,159,721
Kolkata Intercity Express 0434,Howrah Junction,Saharsa Junction,07:53,403,1470,163,743
Bihar Bengal Express 0435,Howrah Junction,Saharsa Junction,09:28,415,1511,168,764
Sundarban Express 0436,Howrah Junction,Saharsa Junction,11:03,427,1553,173,785
Teesta Express 0437,Howrah Junction,Saharsa Junction,12:38,439,1594,177,806
Rajdhani Regional Express 0438,Howrah Junction,Saharsa Junction,14:13,451,1635,182,827
East Corridor Express 0439,Howrah Junction,Saharsa Junction,15:48,463,1677,187,848
Jan Seva Express 0440,Howrah Junction,Saharsa Junction,17:23,475,1718,191,870
Eastern India Express 0441,Howrah Junction,Purnea Junction,05:57,528,1901,212,963
Ganga Valley Express 0442,Howrah Junction,Purnea Junction,07:32,540,1943,217,984
North Bengal Express 0443,Howrah Junction,Purnea Junction,09:07,552,1984,221,1005
Kolkata Intercity Express 0444,Howrah Junction,Purnea Junction,10:42,564,2025,226,1026
Bihar Bengal Express 0445,Howrah Junction,Purnea Junction,12:17,576,2067,230,1048
Sundarban Express 0446,Howrah Junction,Purnea Junction,13:52,588,2108,235,1069
Teesta Express 0447,Howrah Junction,Purnea Junction,15:27,600,2150,240,1090
Rajdhani Regional Express 0448,Howrah Junction,Purnea Junction,17:02,612,2191,244,1111
East Corridor Express 0449,Howrah Junction,Purnea Junction,18:37,624,2232,249,1132
Jan Seva Express 0450,Howrah Junction,Purnea Junction,20:12,636,2274,254,1153
Eastern India Express 0451,Howrah Junction,Kishanganj,08:42,696,2481,277,1259
Ganga Valley Express 0452,Howrah Junction,Kishanganj,10:17,708,2522,282,1280
North Bengal Express 0453,Howrah Junction,Kishanganj,11:52,720,2564,286,1302
Kolkata Intercity Express 0454,Howrah Junction,Kishanganj,13:27,732,2605,291,1322
Bihar Bengal Express 0455,Howrah Junction,Kishanganj,15:02,744,2646,296,1343
Sundarban Express 0456,Howrah Junction,Kishanganj,16:37,756,2688,300,1365
Teesta Express 0457,Howrah Junction,Kishanganj,18:12,768,2729,305,1386
Rajdhani Regional Express 0458,Howrah Junction,Kishanganj,19:47,780,2771,310,1407
East Corridor Express 0459,Howrah Junction,Kishanganj,21:22,792,2812,314,1428
Jan Seva Express 0460,Howrah Junction,Kishanganj,22:57,804,2853,319,1449
Eastern India Express 0461,Howrah Junction,Dehri-on-Sone,11:35,198,763,84,381
Ganga Valley Express 0462,Howrah Junction,Dehri-on-Sone,13:10,210,804,89,402
North Bengal Express 0463,Howrah Junction,Dehri-on-Sone,14:45,222,845,93,424
Kolkata Intercity Express 0464,Howrah Junction,Dehri-on-Sone,16:20,234,887,98,445
Bihar Bengal Express 0465,Howrah Junction,Dehri-on-Sone,17:55,246,928,102,466
Sundarban Express 0466,Howrah Junction,Dehri-on-Sone,19:30,258,970,107,487
Teesta Express 0467,Howrah Junction,Dehri-on-Sone,21:05,270,1011,112,508
Rajdhani Regional Express 0468,Howrah Junction,Dehri-on-Sone,22:40,282,1052,116,530
East Corridor Express 0469,Howrah Junction,Dehri-on-Sone,00:15,294,1094,121,551
Jan Seva Express 0470,Howrah Junction,Dehri-on-Sone,01:50,306,1135,126,571
Eastern India Express 0471,Howrah Junction,Sasaram Junction,14:28,370,1356,151,684
Ganga Valley Express 0472,Howrah Junction,Sasaram Junction,16:03,382,1397,155,706
North Bengal Express 0473,Howrah Junction,Sasaram Junction,17:38,394,1439,160,727
Kolkata Intercity Express 0474,Howrah Junction,Sasaram Junction,19:13,406,1480,164,748
Bihar Bengal Express 0475,Howrah Junction,Sasaram Junction,20:48,418,1522,169,769
Sundarban Express 0476,Howrah Junction,Sasaram Junction,22:23,430,1563,174,790
Teesta Express 0477,Howrah Junction,Sasaram Junction,23:58,442,1604,179,811
Rajdhani Regional Express 0478,Howrah Junction,Sasaram Junction,01:33,454,1646,183,833
East Corridor Express 0479,Howrah Junction,Sasaram Junction,03:08,466,1687,188,853
Jan Seva Express 0480,Howrah Junction,Sasaram Junction,04:43,478,1729,192,875
Eastern India Express 0481,Howrah Junction,Motihari (Bapudham Motihari),17:30,544,1956,218,991
Ganga Valley Express 0482,Howrah Junction,Motihari (Bapudham Motihari),19:05,556,1998,223,1012
North Bengal Express 0483,Howrah Junction,Motihari (Bapudham Motihari),20:40,568,2039,227,1034
Kolkata Intercity Express 0484,Howrah Junction,Motihari (Bapudham Motihari),22:15,580,2081,232,1055
Bihar Bengal Express 0485,Howrah Junction,Motihari (Bapudham Motihari),23:50,592,2122,237,1075
Sundarban Express 0486,Howrah Junction,Motihari (Bapudham Motihari),01:25,604,2163,241,1097
Teesta Express 0487,Howrah Junction,Motihari (Bapudham Motihari),03:00,616,2205,246,1118
Rajdhani Regional Express 0488,Howrah Junction,Motihari (Bapudham Motihari),04:35,628,2246,251,1139
East Corridor Express 0489,Howrah Junction,Motihari (Bapudham Motihari),06:10,640,2288,255,1161
Jan Seva Express 0490,Howrah Junction,Motihari (Bapudham Motihari),07:45,652,2329,260,1181
Eastern India Express 0491,Howrah Junction,Bettiah,19:59,487,1760,196,891
Ganga Valley Express 0492,Howrah Junction,Bettiah,21:34,499,1801,201,911
North Bengal Express 0493,Howrah Junction,Bettiah,23:09,511,1842,205,933
Kolkata Intercity Express 0494,Howrah Junction,Bettiah,00:44,523,1884,210,954
Bihar Bengal Express 0495,Howrah Junction,Bettiah,02:19,535,1925,215,975
Sundarban Express 0496,Howrah Junction,Bettiah,03:54,547,1967,219,997
Teesta Express 0497,Howrah Junction,Bettiah,05:29,559,2008,224,1017
Rajdhani Regional Express 0498,Howrah Junction,Bettiah,07:04,571,2049,228,1039
East Corridor Express 0499,Howrah Junction,Bettiah,08:39,583,2091,233,1060
Jan Seva Express 0500,Howrah Junction,Bettiah,10:14,595,2132,238,1081
Eastern India Express 0501,Howrah Junction,Raxaul Junction,22:57,257,966,107,485
Ganga Valley Express 0502,Howrah Junction,Raxaul Junction,00:32,269,1008,111,507
North Bengal Express 0503,Howrah Junction,Raxaul Junction,02:07,281,1049,116,528
Kolkata Intercity Express 0504,Howrah Junction,Raxaul Junction,03:42,293,1090,121,548
Bihar Bengal Express 0505,Howrah Junction,Raxaul Junction,05:17,305,1132,125,570
Sundarban Express 0506,Howrah Junction,Raxaul Junction,06:52,317,1173,130,591
Teesta Express 0507,Howrah Junction,Raxaul Junction,08:27,329,1215,135,612
Rajdhani Regional Express 0508,Howrah Junction,Raxaul Junction,10:02,341,1256,139,634
East Corridor Express 0509,Howrah Junction,Raxaul Junction,11:37,353,1297,144,654
Jan Seva Express 0510,Howrah Junction,Raxaul Junction,13:12,365,1339,149,675
Eastern India Express 0511,Howrah Junction,Siwan Junction,01:46,416,1515,168,766
Ganga Valley Express 0512,Howrah Junction,Siwan Junction,03:21,428,1556,173,787
North Bengal Express 0513,Howrah Junction,Siwan Junction,04:56,440,1598,178,808
Kolkata Intercity Express 0514,Howrah Junction,Siwan Junction,06:31,452,1639,182,829
Bihar Bengal Express 0515,Howrah Junction,Siwan Junction,08:06,464,1680,187,850
Sundarban Express 0516,Howrah Junction,Siwan Junction,09:41,476,1722,192,871
Teesta Express 0517,Howrah Junction,Siwan Junction,11:16,488,1763,196,893
Rajdhani Regional Express 0518,Howrah Junction,Siwan Junction,12:51,500,1805,201,914
East Corridor Express 0519,Howrah Junction,Siwan Junction,14:26,512,1846,206,934
Jan Seva Express 0520,Howrah Junction,Siwan Junction,16:01,524,1887,210,956
Eastern India Express 0521,Howrah Junction,Begusarai,04:31,586,2101,234,1065
Ganga Valley Express 0522,Howrah Junction,Begusarai,06:06,598,2143,239,1086
North Bengal Express 0523,Howrah Junction,Begusarai,07:41,610,2184,244,1107
Kolkata Intercity Express 0524,Howrah Junction,Begusarai,09:16,622,2225,248,1129
Bihar Bengal Express 0525,Howrah Junction,Begusarai,10:51,634,2267,253,1150
Sundarban Express 0526,Howrah Junction,Begusarai,12:26,646,2308,258,1170
Teesta Express 0527,Howrah Junction,Begusarai,14:01,658,2350,262,1192
Rajdhani Regional Express 0528,Howrah Junction,Begusarai,15:36,670,2391,267,1213
East Corridor Express 0529,Howrah Junction,Begusarai,17:11,682,2432,272,1234
Jan Seva Express 0530,Howrah Junction,Begusarai,18:46,694,2474,276,1256
Eastern India Express 0531,Howrah Junction,Khagaria Junction,07:29,442,1604,179,811
Ganga Valley Express 0532,Howrah Junction,Khagaria Junction,09:04,454,1646,183,833
North Bengal Express 0533,Howrah Junction,Khagaria Junction,10:39,466,1687,188,853
Kolkata Intercity Express 0534,Howrah Junction,Khagaria Junction,12:14,478,1729,192,875
Bihar Bengal Express 0535,Howrah Junction,Khagaria Junction,13:49,490,1770,197,896
Sundarban Express 0536,Howrah Junction,Khagaria Junction,15:24,502,1811,202,917
Teesta Express 0537,Howrah Junction,Khagaria Junction,16:59,514,1853,206,939
Rajdhani Regional Express 0538,Howrah Junction,Khagaria Junction,18:34,526,1894,211,959
East Corridor Express 0539,Howrah Junction,Khagaria Junction,20:09,538,1936,216,980
Jan Seva Express 0540,Howrah Junction,Khagaria Junction,21:44,550,1977,220,1002
Eastern India Express 0541,Howrah Junction,Jamalpur Junction,10:19,598,2143,239,1086
Ganga Valley Express 0542,Howrah Junction,Jamalpur Junction,11:54,610,2184,244,1107
North Bengal Express 0543,Howrah Junction,Jamalpur Junction,13:29,622,2225,248,1129
Kolkata Intercity Express 0544,Howrah Junction,Jamalpur Junction,15:04,634,2267,253,1150
Bihar Bengal Express 0545,Howrah Junction,Jamalpur Junction,16:39,646,2308,258,1170
Sundarban Express 0546,Howrah Junction,Jamalpur Junction,18:14,658,2350,262,1192
Teesta Express 0547,Howrah Junction,Jamalpur Junction,19:49,670,2391,267,1213
Rajdhani Regional Express 0548,Howrah Junction,Jamalpur Junction,21:24,682,2432,272,1234
East Corridor Express 0549,Howrah Junction,Jamalpur Junction,22:59,694,2474,276,1256
Jan Seva Express 0550,Howrah Junction,Jamalpur Junction,00:34,706,2515,281,1276
Eastern India Express 0551,Howrah Junction,Nawada,12:58,491,1773,197,898
Ganga Valley Express 0552,Howrah Junction,Nawada,14:33,503,1815,202,919
North Bengal Express 0553,Howrah Junction,Nawada,16:08,515,1856,207,940
Kolkata Intercity Express 0554,Howrah Junction,Nawada,17:43,527,1898,212,961
