name,from,to,departure,fare_sitting,fare_sleeper
North Bengal Express Bus 0377,Howrah Junction,Ramgarh Cantt,02:41,408,672
GreenLine Travels 0378,Howrah Junction,Ramgarh Cantt,05:14,418,687
Royal Roadways 0379,Howrah Junction,Ramgarh Cantt,07:47,428,703
CityLink Travels 0380,Howrah Junction,Ramgarh Cantt,10:20,438,718
Eastern Star Travels 0381,Howrah Junction,Chakradharpur,02:03,308,517
North Bengal Express Bus 0382,Howrah Junction,Chakradharpur,04:36,318,532
GreenLine Travels 0383,Howrah Junction,Chakradharpur,07:09,328,548
Royal Roadways 0384,Howrah Junction,Chakradharpur,09:42,338,563
CityLink Travels 0385,Howrah Junction,Chakradharpur,12:15,348,579
Eastern Star Travels 0386,Howrah Junction,Ghatsila,03:58,412,678
North Bengal Express Bus 0387,Howrah Junction,Ghatsila,06:31,422,694
GreenLine Travels 0388,Howrah Junction,Ghatsila,09:04,432,709
Royal Roadways 0389,Howrah Junction,Ghatsila,11:37,442,725
CityLink Travels 0390,Howrah Junction,Ghatsila,14:10,452,740
Eastern Star Travels 0391,Howrah Junction,Pakur,05:53,334,557
North Bengal Express Bus 0392,Howrah Junction,Pakur,08:26,344,573
GreenLine Travels 0393,Howrah Junction,Pakur,10:59,354,588
Royal Roadways 0394,Howrah Junction,Pakur,13:32,364,604
CityLink Travels 0395,Howrah Junction,Pakur,16:05,374,619
Eastern Star Travels 0396,Howrah Junction,Hazaribagh Town,07:48,186,328
North Bengal Express Bus 0397,Howrah Junction,Hazaribagh Town,10:21,196,343
GreenLine Travels 0398,Howrah Junction,Hazaribagh Town,12:54,206,359
Royal Roadways 0399,Howrah Junction,Hazaribagh Town,15:27,216,374
CityLink Travels 0400,Howrah Junction,Hazaribagh Town,18:00,226,390
Eastern Star Travels 0401,Howrah Junction,Latehar,09:43,295,497
North Bengal Express Bus 0402,Howrah Junction,Latehar,12:16,305,512
GreenLine Travels 0403,Howrah Junction,Latehar,14:49,315,528
Royal Roadways 0404,Howrah Junction,Latehar,17:22,325,543
CityLink Travels 0405,Howrah Junction,Latehar,19:55,335,559
Eastern Star Travels 0406,Howrah Junction,Lohardaga,11:38,412,678
North Bengal Express Bus 0407,Howrah Junction,Lohardaga,14:11,422,694
GreenLine Travels 0408,Howrah Junction,Lohardaga,16:44,432,709
Royal Roadways 0409,Howrah Junction,Lohardaga,19:17,442,725
CityLink Travels 0410,Howrah Junction,Lohardaga,21:50,452,740
Eastern Star Travels 0411,Howrah Junction,Chaibasa,13:33,400,660
North Bengal Express Bus 0412,Howrah Junction,Chaibasa,16:06,410,675
GreenLine Travels 0413,Howrah Junction,Chaibasa,18:39,420,691
Royal Roadways 0414,Howrah Junction,Chaibasa,21:12,430,706
CityLink Travels 0415,Howrah Junction,Chaibasa,23:45,440,722
Eastern Star Travels 0416,Howrah Junction,Giridih,15:28,191,336
North Bengal Express Bus 0417,Howrah Junction,Giridih,18:01,201,351
GreenLine Travels 0418,Howrah Junction,Giridih,20:34,211,367
Royal Roadways 0419,Howrah Junction,Giridih,23:07,221,382
CityLink Travels 0420,Howrah Junction,Giridih,01:40,231,398
Eastern Star Travels 0421,Howrah Junction,Khastri (Netaji Subhash Chandra Bose Gomoh),17:23,310,520
North Bengal Express Bus 0422,Howrah Junction,Khastri (Netaji Subhash Chandra Bose Gomoh),19:56,320,536
GreenLine Travels 0423,Howrah Junction,Khastri (Netaji Subhash Chandra Bose Gomoh),22:29,330,551
Royal Roadways 0424,Howrah Junction,Khastri (Netaji Subhash Chandra Bose Gomoh),01:02,340,567
CityLink Travels 0425,Howrah Junction,Khastri (Netaji Subhash Chandra Bose Gomoh),03:35,350,582
Eastern Star Travels 0426,Howrah Junction,Parasnath,19:18,430,706
North Bengal Express Bus 0427,Howrah Junction,Parasnath,21:51,440,722
GreenLine Travels 0428,Howrah Junction,Parasnath,00:24,450,737
Royal Roadways 0429,Howrah Junction,Parasnath,02:57,460,753
CityLink Travels 0430,Howrah Junction,Parasnath,05:30,470,768
Eastern Star Travels 0431,Howrah Junction,Kumardhubi,21:13,362,601
North Bengal Express Bus 0432,Howrah Junction,Kumardhubi,23:46,372,616
GreenLine Travels 0433,Howrah Junction,Kumardhubi,02:19,382,632
Royal Roadways 0434,Howrah Junction,Kumardhubi,04:52,392,647
CityLink Travels 0435,Howrah Junction,Kumardhubi,07:25,402,663
Eastern Star Travels 0436,Howrah Junction,Godda,23:08,241,413
North Bengal Express Bus 0437,Howrah Junction,Godda,01:41,251,429
GreenLine Travels 0438,Howrah Junction,Godda,04:14,261,444
Royal Roadways 0439,Howrah Junction,Godda,06:47,271,460
CityLink Travels 0440,Howrah Junction,Godda,09:20,281,475
Eastern Star Travels 0441,Howrah Junction,Barharwa Junction,01:03,349,580
North Bengal Express Bus 0442,Howrah Junction,Barharwa Junction,03:36,359,596
GreenLine Travels 0443,Howrah Junction,Barharwa Junction,06:09,369,611
Royal Roadways 0444,Howrah Junction,Barharwa Junction,08:42,379,627
CityLink Travels 0445,Howrah Junction,Barharwa Junction,11:15,389,642
Eastern Star Travels 0446,Kolkata Sealdah,Howrah Junction,02:58,199,348
North Bengal Express Bus 0447,Kolkata Sealdah,Howrah Junction,05:31,209,363
GreenLine Travels 0448,Kolkata Sealdah,Howrah Junction,08:04,219,379
Royal Roadways 0449,Kolkata Sealdah,Howrah Junction,10:37,229,394
CityLink Travels 0450,Kolkata Sealdah,Howrah Junction,13:10,239,410
Eastern Star Travels 0451,Kolkata Sealdah,Asansol Junction,04:53,199,348
North Bengal Express Bus 0452,Kolkata Sealdah,Asansol Junction,07:26,209,363
GreenLine Travels 0453,Kolkata Sealdah,Asansol Junction,09:59,219,379
Royal Roadways 0454,Kolkata Sealdah,Asansol Junction,12:32,229,394
CityLink Travels 0455,Kolkata Sealdah,Asansol Junction,15:05,239,410
Eastern Star Travels 0456,Kolkata Sealdah,Kharagpur Junction,06:48,319,534
North Bengal Express Bus 0457,Kolkata Sealdah,Kharagpur Junction,09:21,329,549
GreenLine Travels 0458,Kolkata Sealdah,Kharagpur Junction,11:54,339,565
Royal Roadways 0459,Kolkata Sealdah,Kharagpur Junction,14:27,349,580
CityLink Travels 0460,Kolkata Sealdah,Kharagpur Junction,17:00,359,596
Eastern Star Travels 0461,Kolkata Sealdah,New Jalpaiguri Junction,08:43,301,506
North Bengal Express Bus 0462,Kolkata Sealdah,New Jalpaiguri Junction,11:16,311,522
GreenLine Travels 0463,Kolkata Sealdah,New Jalpaiguri Junction,13:49,321,537
Royal Roadways 0464,Kolkata Sealdah,New Jalpaiguri Junction,16:22,331,553
CityLink Travels 0465,Kolkata Sealdah,New Jalpaiguri Junction,18:55,341,568
Eastern Star Travels 0466,Kolkata Sealdah,Durgapur,10:38,159,286
North Bengal Express Bus 0467,Kolkata Sealdah,Durgapur,13:11,169,301
GreenLine Travels 0468,Kolkata Sealdah,Durgapur,15:44,179,317
Royal Roadways 0469,Kolkata Sealdah,Durgapur,18:17,189,332
CityLink Travels 0470,Kolkata Sealdah,Durgapur,20:50,199,348
Eastern Star Travels 0471,Kolkata Sealdah,Malda Town,12:33,242,415
North Bengal Express Bus 0472,Kolkata Sealdah,Malda Town,15:06,252,430
GreenLine Travels 0473,Kolkata Sealdah,Malda Town,17:39,262,446
Royal Roadways 0474,Kolkata Sealdah,Malda Town,20:12,272,461
CityLink Travels 0475,Kolkata Sealdah,Malda Town,22:45,282,477
Eastern Star Travels 0476,Kolkata Sealdah,Burdwan Junction,14:28,197,345
North Bengal Express Bus 0477,Kolkata Sealdah,Burdwan Junction,17:01,207,360
GreenLine Travels 0478,Kolkata Sealdah,Burdwan Junction,19:34,217,376
Royal Roadways 0479,Kolkata Sealdah,Burdwan Junction,22:07,227,391
CityLink Travels 0480,Kolkata Sealdah,Burdwan Junction,00:40,237,407
Eastern Star Travels 0481,Kolkata Sealdah,Santragachi Junction,16:23,256,436
North Bengal Express Bus 0482,Kolkata Sealdah,Santragachi Junction,18:56,266,452
GreenLine Travels 0483,Kolkata Sealdah,Santragachi Junction,21:29,276,467
Royal Roadways 0484,Kolkata Sealdah,Santragachi Junction,00:02,286,483
CityLink Travels 0485,Kolkata Sealdah,Santragachi Junction,02:35,296,498
Eastern Star Travels 0486,Kolkata Sealdah,New Cooch Behar,18:18,358,594
North Bengal Express Bus 0487,Kolkata Sealdah,New Cooch Behar,20:51,368,610
GreenLine Travels 0488,Kolkata Sealdah,New Cooch Behar,23:24,378,625
Royal Roadways 0489,Kolkata Sealdah,New Cooch Behar,01:57,388,641
CityLink Travels 0490,Kolkata Sealdah,New Cooch Behar,04:30,398,656
Eastern Star Travels 0491,Kolkata Sealdah,Rampurhat Junction,20:13,173,308
North Bengal Express Bus 0492,Kolkata Sealdah,Rampurhat Junction,22:46,183,323
GreenLine Travels 0493,Kolkata Sealdah,Rampurhat Junction,01:19,193,339
Royal Roadways 0494,Kolkata Sealdah,Rampurhat Junction,03:52,203,354
CityLink Travels 0495,Kolkata Sealdah,Rampurhat Junction,06:25,213,370
Eastern Star Travels 0496,Kolkata Sealdah,Bandel Junction,22:08,134,247
North Bengal Express Bus 0497,Kolkata Sealdah,Bandel Junction,00:41,144,263
GreenLine Travels 0498,Kolkata Sealdah,Bandel Junction,03:14,154,278
Royal Roadways 0499,Kolkata Sealdah,Bandel Junction,05:47,164,294
CityLink Travels 0500,Kolkata Sealdah,Bandel Junction,08:20,174,309
Eastern Star Travels 0501,Kolkata Sealdah,Kolkata Railway Station,00:03,241,413
North Bengal Express Bus 0502,Kolkata Sealdah,Kolkata Railway Station,02:36,251,429
GreenLine Travels 0503,Kolkata Sealdah,Kolkata Railway Station,05:09,261,444
Royal Roadways 0504,Kolkata Sealdah,Kolkata Railway Station,07:42,271,460
CityLink Travels 0505,Kolkata Sealdah,Kolkata Railway Station,10:15,281,475
Eastern Star Travels 0506,Kolkata Sealdah,Adra Junction,01:58,359,596
North Bengal Express Bus 0507,Kolkata Sealdah,Adra Junction,04:31,369,611
GreenLine Travels 0508,Kolkata Sealdah,Adra Junction,07:04,379,627
Royal Roadways 0509,Kolkata Sealdah,Adra Junction,09:37,389,642
CityLink Travels 0510,Kolkata Sealdah,Adra Junction,12:10,399,658
Eastern Star Travels 0511,Kolkata Sealdah,Bolpur Shantiniketan,03:53,148,269
North Bengal Express Bus 0512,Kolkata Sealdah,Bolpur Shantiniketan,06:26,158,284
GreenLine Travels 0513,Kolkata Sealdah,Bolpur Shantiniketan,08:59,168,300
Royal Roadways 0514,Kolkata Sealdah,Bolpur Shantiniketan,11:32,178,315
CityLink Travels 0515,Kolkata Sealdah,Bolpur Shantiniketan,14:05,188,331
Eastern Star Travels 0516,Kolkata Sealdah,Bankura Junction,05:48,149,270
North Bengal Express Bus 0517,Kolkata Sealdah,Bankura Junction,08:21,159,286
GreenLine Travels 0518,Kolkata Sealdah,Bankura Junction,10:54,169,301
Royal Roadways 0519,Kolkata Sealdah,Bankura Junction,13:27,179,317
CityLink Travels 0520,Kolkata Sealdah,Bankura Junction,16:00,189,332
Eastern Star Travels 0521,Kolkata Sealdah,Katwa Junction,07:43,263,447
North Bengal Express Bus 0522,Kolkata Sealdah,Katwa Junction,10:16,273,463
GreenLine Travels 0523,Kolkata Sealdah,Katwa Junction,12:49,283,478
Royal Roadways 0524,Kolkata Sealdah,Katwa Junction,15:22,293,494
CityLink Travels 0525,Kolkata Sealdah,Katwa Junction,17:55,303,509
Eastern Star Travels 0526,Kolkata Sealdah,Hijli,09:38,245,419
North Bengal Express Bus 0527,Kolkata Sealdah,Hijli,12:11,255,435
GreenLine Travels 0528,Kolkata Sealdah,Hijli,14:44,265,450
Royal Roadways 0529,Kolkata Sealdah,Hijli,17:17,275,466
CityLink Travels 0530,Kolkata Sealdah,Hijli,19:50,285,481
Eastern Star Travels 0531,Kolkata Sealdah,Purulia Junction,11:33,311,522
North Bengal Express Bus 0532,Kolkata Sealdah,Purulia Junction,14:06,321,537
GreenLine Travels 0533,Kolkata Sealdah,Purulia Junction,16:39,331,553
Royal Roadways 0534,Kolkata Sealdah,Purulia Junction,19:12,341,568
CityLink Travels 0535,Kolkata Sealdah,Purulia Junction,21:45,351,584
Eastern Star Travels 0536,Kolkata Sealdah,Dankuni Junction,13:28,218,377
North Bengal Express Bus 0537,Kolkata Sealdah,Dankuni Junction,16:01,228,393
GreenLine Travels 0538,Kolkata Sealdah,Dankuni Junction,18:34,238,408
Royal Roadways 0539,Kolkata Sealdah,Dankuni Junction,21:07,248,424
CityLink Travels 0540,Kolkata Sealdah,Dankuni Junction,23:40,258,439
Eastern Star Travels 0541,Kolkata Sealdah,Chittaranjan,15:23,174,309
North Bengal Express Bus 0542,Kolkata Sealdah,Chittaranjan,17:56,184,325
GreenLine Travels 0543,Kolkata Sealdah,Chittaranjan,20:29,194,340
Royal Roadways 0544,Kolkata Sealdah,Chittaranjan,23:02,204,356
CityLink Travels 0545,Kolkata Sealdah,Chittaranjan,01:35,214,371
Eastern Star Travels 0546,Kolkata Sealdah,Siliguri Junction,17:18,189,332
North Bengal Express Bus 0547,Kolkata Sealdah,Siliguri Junction,19:51,199,348
GreenLine Travels 0548,Kolkata Sealdah,Siliguri Junction,22:24,209,363
Royal Roadways 0549,Kolkata Sealdah,Siliguri Junction,00:57,219,379
CityLink Travels 0550,Kolkata Sealdah,Siliguri Junction,03:30,229,394
Eastern Star Travels 0551,Kolkata Sealdah,Ranaghat Junction,19:13,289,487
North Bengal Express Bus 0552,Kolkata Sealdah,Ranaghat Junction,21:46,299,503
GreenLine Travels 0553,Kolkata Sealdah,Ranaghat Junction,00:19,309,518
Royal Roadways 0554,Kolkata Sealdah,Ranaghat Junction,02:52,319,534
CityLink Travels 0555,Kolkata Sealdah,Ranaghat Junction,05:25,329,549
Eastern Star Travels 0556,Kolkata Sealdah,Andal Junction,21:08,403,664
North Bengal Express Bus 0557,Kolkata Sealdah,Andal Junction,23:41,413,680
GreenLine Travels 0558,Kolkata Sealdah,Andal Junction,02:14,423,695
Royal Roadways 0559,Kolkata Sealdah,Andal Junction,04:47,433,711
CityLink Travels 0560,Kolkata Sealdah,Andal Junction,07:20,443,726
Eastern Star Travels 0561,Kolkata Sealdah,Krishnanagar City Junction,23:03,104,201
North Bengal Express Bus 0562,Kolkata Sealdah,Krishnanagar City Junction,01:36,114,216
GreenLine Travels 0563,Kolkata Sealdah,Krishnanagar City Junction,04:09,124,232
Royal Roadways 0564,Kolkata Sealdah,Krishnanagar City Junction,06:42,134,247
CityLink Travels 0565,Kolkata Sealdah,Krishnanagar City Junction,09:15,144,263
Eastern Star Travels 0566,Kolkata Sealdah,Digha,00:58,176,312
North Bengal Express Bus 0567,Kolkata Sealdah,Digha,03:31,186,328
GreenLine Travels 0568,Kolkata Sealdah,Digha,06:04,196,343
Royal Roadways 0569,Kolkata Sealdah,Digha,08:37,206,359
CityLink Travels 0570,Kolkata Sealdah,Digha,11:10,216,374
Eastern Star Travels 0571,Kolkata Sealdah,Shalimar,02:53,296,498
North Bengal Express Bus 0572,Kolkata Sealdah,Shalimar,05:26,306,514
GreenLine Travels 0573,Kolkata Sealdah,Shalimar,07:59,316,529
Royal Roadways 0574,Kolkata Sealdah,Shalimar,10:32,326,545
CityLink Travels 0575,Kolkata Sealdah,Shalimar,13:05,336,560
Eastern Star Travels 0576,Kolkata Sealdah,Midnapore,04:48,296,498
North Bengal Express Bus 0577,Kolkata Sealdah,Midnapore,07:21,306,514
GreenLine Travels 0578,Kolkata Sealdah,Midnapore,09:54,316,529
Royal Roadways 0579,Kolkata Sealdah,Midnapore,12:27,326,545
CityLink Travels 0580,Kolkata Sealdah,Midnapore,15:00,336,560
Eastern Star Travels 0581,Kolkata Sealdah,Berhampore Court,06:43,148,269
North Bengal Express Bus 0582,Kolkata Sealdah,Berhampore Court,09:16,158,284
GreenLine Travels 0583,Kolkata Sealdah,Berhampore Court,11:49,168,300
Royal Roadways 0584,Kolkata Sealdah,Berhampore Court,14:22,178,315
CityLink Travels 0585,Kolkata Sealdah,Berhampore Court,16:55,188,331
Eastern Star Travels 0586,Kolkata Sealdah,Naihati Junction,08:38,218,377
North Bengal Express Bus 0587,Kolkata Sealdah,Naihati Junction,11:11,228,393
GreenLine Travels 0588,Kolkata Sealdah,Naihati Junction,13:44,238,408
Royal Roadways 0589,Kolkata Sealdah,Naihati Junction,16:17,248,424
CityLink Travels 0590,Kolkata Sealdah,Naihati Junction,18:50,258,439
Eastern Star Travels 0591,Kolkata Sealdah,Patna Junction,10:33,203,354
North Bengal Express Bus 0592,Kolkata Sealdah,Patna Junction,13:06,213,370
GreenLine Travels 0593,Kolkata Sealdah,Patna Junction,15:39,223,385
Royal Roadways 0594,Kolkata Sealdah,Patna Junction,18:12,233,401
CityLink Travels 0595,Kolkata Sealdah,Patna Junction,20:45,243,416
Eastern Star Travels 0596,Kolkata Sealdah,Danapur,12:28,244,418
North Bengal Express Bus 0597,Kolkata Sealdah,Danapur,15:01,254,433
GreenLine Travels 0598,Kolkata Sealdah,Danapur,17:34,264,449
Royal Roadways 0599,Kolkata Sealdah,Danapur,20:07,274,464
CityLink Travels 0600,Kolkata Sealdah,Danapur,22:40,284,480
Eastern Star Travels 0601,Kolkata Sealdah,Muzaffarpur Junction,14:23,340,567
North Bengal Express Bus 0602,Kolkata Sealdah,Muzaffarpur Junction,16:56,350,582
GreenLine Travels 0603,Kolkata Sealdah,Muzaffarpur Junction,19:29,360,598
Royal Roadways 0604,Kolkata Sealdah,Muzaffarpur Junction,22:02,370,613
CityLink Travels 0605,Kolkata Sealdah,Muzaffarpur Junction,00:35,380,629
Eastern Star Travels 0606,Kolkata Sealdah,Gaya Junction,16:18,284,480
North Bengal Express Bus 0607,Kolkata Sealdah,Gaya Junction,18:51,294,495
GreenLine Travels 0608,Kolkata Sealdah,Gaya Junction,21:24,304,511
Royal Roadways 0609,Kolkata Sealdah,Gaya Junction,23:57,314,526
CityLink Travels 0610,Kolkata Sealdah,Gaya Junction,02:30,324,542
Eastern Star Travels 0611,Kolkata Sealdah,Bhagalpur Junction,18:13,129,239
North Bengal Express Bus 0612,Kolkata Sealdah,Bhagalpur Junction,20:46,139,255
GreenLine Travels 0613,Kolkata Sealdah,Bhagalpur Junction,23:19,149,270
Royal Roadways 0614,Kolkata Sealdah,Bhagalpur Junction,01:52,159,286
CityLink Travels 0615,Kolkata Sealdah,Bhagalpur Junction,04:25,169,301
Eastern Star Travels 0616,Kolkata Sealdah,Darbhanga Junction,20:08,221,382
North Bengal Express Bus 0617,Kolkata Sealdah,Darbhanga Junction,22:41,231,398
GreenLine Travels 0618,Kolkata Sealdah,Darbhanga Junction,01:14,241,413
Royal Roadways 0619,Kolkata Sealdah,Darbhanga Junction,03:47,251,429
CityLink Travels 0620,Kolkata Sealdah,Darbhanga Junction,06:20,261,444
Eastern Star Travels 0621,Kolkata Sealdah,Samastipur Junction,22:03,337,562
North Bengal Express Bus 0622,Kolkata Sealdah,Samastipur Junction,00:36,347,577
GreenLine Travels 0623,Kolkata Sealdah,Samastipur Junction,03:09,357,593
Royal Roadways 0624,Kolkata Sealdah,Samastipur Junction,05:42,367,608
CityLink Travels 0625,Kolkata Sealdah,Samastipur Junction,08:15,377,624
Eastern Star Travels 0626,Kolkata Sealdah,Barauni Junction,23:58,167,298
North Bengal Express Bus 0627,Kolkata Sealdah,Barauni Junction,02:31,177,314
GreenLine Travels 0628,Kolkata Sealdah,Barauni Junction,05:04,187,329
Royal Roadways 0629,Kolkata Sealdah,Barauni Junction,07:37,197,345
CityLink Travels 0630,Kolkata Sealdah,Barauni Junction,10:10,207,360
Eastern Star Travels 0631,Kolkata Sealdah,Katihar Junction,01:53,126,235
North Bengal Express Bus 0632,Kolkata Sealdah,Katihar Junction,04:26,136,250
GreenLine Travels 0633,Kolkata Sealdah,Katihar Junction,06:59,146,266
Royal Roadways 0634,Kolkata Sealdah,Katihar Junction,09:32,156,281
CityLink Travels 0635,Kolkata Sealdah,Katihar Junction,12:05,166,297
Eastern Star Travels 0636,Kolkata Sealdah,Chhapra Junction,03:48,239,410
North Bengal Express Bus 0637,Kolkata Sealdah,Chhapra Junction,06:21,249,425
GreenLine Travels 0638,Kolkata Sealdah,Chhapra Junction,08:54,259,441
Royal Roadways 0639,Kolkata Sealdah,Chhapra Junction,11:27,269,456
CityLink Travels 0640,Kolkata Sealdah,Chhapra Junction,14:00,279,472
Eastern Star Travels 0641,Kolkata Sealdah,Ara Junction,05:43,246,421
North Bengal Express Bus 0642,Kolkata Sealdah,Ara Junction,08:16,256,436
